customer_id,transaction_id,transaction_date,transaction_amount,product_category,payment_method,customer_age,customer_gender,customer_region,loyalty_status,churn_risk
089572ce-9e57-4f9a-9474-febee503f2f5,7dcc136a-9bad-4504-8ec0-a70632a234bd,2023-05-10,404.07,Toys,Debit Card,40,Female,Collinsfort,Gold,6
ab536e79-c4e3-4981-af64-5e40ceca0a1c,3a965b0c-1b87-4ba3-ad8f-b50053ee6de2,2023-02-14,327.15,Electronics,Credit Card,41,Female,Ballardside,Gold,7
43d678b6-5b24-4e4c-87cd-2cd9659532e6,2609ca7c-8ffb-4f58-baf8-c2760a493406,2024-01-08,360.36,Health,PayPal,30,Male,West Kristinaville,Bronze,7
ce9f20d1-5c0f-4960-be6d-1c197e3df4f5,608495b5-8c77-4359-8b85-c4adede3e49e,2022-10-01,458.6,Toys,Credit Card,27,Female,Joannatown,Gold,8
f11844b7-484a-411f-b6e9-87ff0e61cd7a,4ffbc6aa-2389-4943-893c-4239899f986b,2023-10-01,200.86,Sports,Credit Card,68,Male,South Patrick,Gold,8
6c7bed5a-fb9e-41c3-96d2-86600b54766d,74d26eda-11f2-48ca-9916-c288afa5a61e,2023-05-14,112.28,Health,Gift Card,59,Female,North Christopher,Bronze,1
559bc8ea-8ec8-40c6-aba0-c2b5ae2d4194,10fbfa53-f6a1-4874-b030-d25dd8c93b56,2022-10-01,164.36,Books,Debit Card,38,Male,Ginaside,Silver,6
c7edd32f-0aa3-4898-8b41-1ea0564c18dc,460692a0-94d5-4f76-8439-5db272ba0f90,2022-10-17,70.9,Health,PayPal,22,Female,Matthewville,Silver,2
106620c5-90b3-4df7-bf1f-c54dd87cd5f5,f06c3095-b927-42ec-b098-51765ead8c44,2024-04-27,190.57,Home & Kitchen,Debit Card,32,Female,South Corey,Bronze,2
8349e2e4-7eff-4207-b45b-7470f4d6494d,cd64a40a-4ef4-48c3-8bda-c81d246fc540,2024-06-22,484.67,Clothing,Gift Card,68,Female,Gonzalezfort,Silver,10
1753c0d4-fd2d-498e-b524-4e18e0330741,b19f1f76-7b39-426e-b588-8ad47e99a170,2024-01-26,282.77,Electronics,Gift Card,62,Female,Alishamouth,Bronze,3
6ce2b496-91bf-4421-81c5-f0459dbb37dd,fc9f5f7c-f830-4521-8bf8-92890eb1439e,2022-10-05,59.01,Health,Credit Card,23,Female,Jennatown,Bronze,1
3f8668a0-68b3-46f8-a851-94442a25d938,67413e4c-f283-464c-ad75-b59abd14c6e9,2024-07-12,248.0,Health,Gift Card,22,Male,Jacquelineport,Gold,9
bd76c5ec-e6cd-40cc-aa47-9013682dc3b4,28fe3bda-0848-462b-bc98-9ac3a783fdf0,2024-01-05,50.79,Electronics,Credit Card,58,Female,New Dalton,Silver,1
9a27d6cc-eebd-4993-b40e-cda617740868,63b083b5-f0bf-4402-bae5-e674b9b474ae,2022-12-28,421.29,Clothing,Debit Card,61,Male,East Ann,Bronze,3
a123b9f2-689f-4d94-9eac-95343aa2f24e,6604146b-1cf3-4e8c-baa2-a1f89eeb1f2e,2023-07-07,182.12,Home & Kitchen,Gift Card,69,Female,Nicholaschester,Bronze,2
d1535437-6503-4775-9d22-70923c0bd87d,0cf73e81-65f2-488b-9dc0-5f9f7f6f3635,2024-02-03,315.79,Clothing,Credit Card,39,Female,Lawrenceville,Silver,4
fa7f040b-4a71-423d-9cf7-087bf540ec5e,eb469ead-04eb-4efc-9a68-5680e52ba2c4,2023-07-19,190.52,Health,Credit Card,46,Female,Lake Zachary,Bronze,2
b7971a2e-438e-4d3d-bf64-72a7ea65b3fe,3349262e-734a-4fac-855d-b5bc85cabb5a,2023-04-18,216.26,Electronics,Debit Card,34,Male,Port Christinafurt,Silver,2
3218620c-582d-4941-94fa-072d8c733ed0,83cab61d-250b-44e9-bf85-ee53800cd320,2023-11-29,420.63,Home & Kitchen,Debit Card,74,Male,East Jameschester,Silver,7
b5c9b5be-100c-4f86-a44a-f40fcbc759e4,15fba91f-a7a7-4284-b16d-00f0aa99f63f,2024-08-28,492.2,Clothing,Debit Card,46,Female,Lake Charles,Bronze,2
0d337204-a6dc-4339-9804-e278cbca5f44,898e0d26-54d5-482a-b109-0990d6224adf,2023-10-02,203.11,Books,Gift Card,37,Male,Riveratown,Bronze,10
d9cb80f2-72b3-4f0d-bf1f-e513092552f3,b686e6ae-b587-484a-80f3-82d3e8c48a78,2024-06-03,279.89,Sports,Credit Card,72,Male,West Benjaminton,Gold,2
14f0c219-78c7-4f01-b0c4-c7bab4f43cb6,db85d29b-1b71-410d-9789-ee69d9218585,2024-07-08,62.69,Health,Gift Card,60,Male,West John,Gold,8
860595fd-e86e-4e0d-91d8-451390526201,4a214114-83a2-4aaf-8fb5-c6a9b001184a,2023-06-28,291.18,Electronics,Credit Card,33,Female,New Brandi,Silver,1
a5a52db5-144a-4f9c-b566-f194527dac71,2223fcf4-ca6c-496a-b6a9-044bdd1fb9a3,2024-07-01,356.7,Toys,Gift Card,69,Male,Port Davidmouth,Silver,3
1ce4ba38-d6d4-4bb0-b751-a8c1eb59d222,31252b9f-bc1e-4296-8eef-257a8503d492,2024-02-03,145.21,Electronics,Credit Card,27,Female,Phillipsland,Bronze,1
1ec10c94-e1e4-42b0-b374-73a4494d6dba,548e4dfc-aec5-4468-8f2d-f3868cf7439c,2024-03-05,357.46,Books,Credit Card,59,Female,East Reginaldburgh,Silver,4
1ea95f38-12c6-4a33-bf60-fe422fae5e97,da42c6ed-7896-4537-930f-9d018ad5f23a,2023-01-23,377.58,Health,PayPal,36,Male,Juliantown,Silver,10
90f10d8e-ea26-4481-bd9c-9d9e44f7679b,5765b39c-683b-4594-9e0d-457c098c1113,2023-06-13,91.53,Books,PayPal,18,Male,Hutchinsonmouth,Gold,8
1e3cecc6-3a30-4a0c-814d-b9bdde414ad7,6bb263db-ee61-48ac-a631-8fe300324c80,2024-08-18,482.22,Electronics,PayPal,23,Female,North Dustin,Gold,3
dcc04228-46f0-4093-9139-a011eba4f76d,39c870b0-ca7f-4e5d-897a-5ae2e56f8b5a,2024-02-04,192.58,Books,PayPal,40,Male,Johnberg,Gold,5
6f385e9e-b16f-421e-a53c-4097fd18a14e,4f8bf587-9952-4f71-83a2-553fe1ce5669,2023-11-26,172.21,Health,Debit Card,44,Female,West Ashley,Gold,9
206090bf-5695-4028-8d25-965d3be510b3,9d458471-e28b-41a0-96cb-d477bc1fd879,2022-10-27,131.57,Health,PayPal,24,Male,Lorichester,Silver,8
c630f384-aaba-4b7d-a389-f29cad378e36,c408bbca-088a-45d9-8a50-77474019e154,2023-03-22,279.93,Sports,Gift Card,35,Female,Bennettfurt,Silver,6
ba8b97f1-8085-4b98-b5e9-b328cd8790a7,2144ae8e-95c8-4ead-9bc7-781bb873d543,2022-10-07,462.77,Sports,Credit Card,54,Male,East Seanmouth,Silver,5
f3698620-324a-41f8-8c39-30f3310aa0ef,c08c6e6a-e898-40ee-8828-d9a390887d1b,2024-08-07,344.58,Clothing,Gift Card,37,Male,South Laura,Gold,8
c6286257-bcab-48f0-9d70-da80380667d3,8a2f738a-ef06-49a4-b844-914ab86e9289,2022-10-08,55.93,Sports,Debit Card,47,Male,Kevinville,Silver,6
b02f6699-3947-4dff-ab42-ec27730cb6c4,7fdcc8f2-e39d-461a-834b-a68fc8490b07,2024-03-25,424.19,Electronics,Credit Card,61,Male,Lopeztown,Gold,10
d3510d9a-f61d-4b8b-9de9-0fbd3b13d7df,5f077ae4-e8f4-47dc-a1ef-2116a8f54a11,2024-07-02,397.19,Sports,PayPal,57,Female,Brianhaven,Gold,5
b4eae306-b217-48ce-81e5-8abec62de7a7,3e93f896-d0a8-477b-aa3d-a2cc40f6309d,2023-05-18,435.39,Electronics,Debit Card,31,Female,East Anthony,Silver,2
0c7e4c87-2d3a-4238-b86f-18d0f616b470,c299602f-9a44-4e13-a798-d8a7090d9673,2022-12-24,164.24,Home & Kitchen,Gift Card,30,Male,North Josebury,Bronze,2
2cca08ca-07b4-4222-a23e-1afed5445469,9169a057-6e39-4b2d-ba71-97df3b2117de,2024-01-23,243.78,Clothing,Gift Card,62,Male,South Laura,Silver,9
a6c426c2-1b71-4b47-9b90-f6f14251901a,06bda233-7a48-4138-be7e-e6c39a486015,2023-05-14,38.65,Health,Credit Card,48,Female,East Paulshire,Silver,7
7d77180b-18d8-48d5-b100-79794fccbac4,66ff4b0c-953c-40de-aeaa-ce26423d1ebe,2024-06-05,369.46,Toys,PayPal,42,Female,Suttonside,Silver,2
3302c17d-c0bb-463b-965f-338d5a551f1d,d8394972-ca39-492c-9d68-b7b6fde4a18b,2023-12-16,428.63,Home & Kitchen,PayPal,44,Female,North Robert,Bronze,5
5b57f6b4-4e61-4b1d-99d3-059edea0d3d3,5a63ba87-09f1-4f3e-8eb1-201aad9f0061,2022-11-05,72.26,Home & Kitchen,Credit Card,35,Male,East Meganhaven,Gold,8
b0dab4ff-dff7-4714-a9f2-633b2b8efdf5,dae04944-4752-445f-a94b-b89282f3691d,2024-03-15,282.92,Sports,Gift Card,27,Male,Amystad,Bronze,5
583dc3b0-5678-4225-becf-71c6e289a03a,87c6d1a9-9d1a-4f07-9a40-4884b5b3d5cc,2023-10-01,48.32,Toys,Gift Card,35,Male,Johnnyton,Silver,3
9dcae98d-6f59-4eac-a2e1-16ae7ccbe2cc,6699086b-8ff1-48e7-9299-d2871a77058d,2022-11-02,405.88,Books,Credit Card,78,Male,Larryland,Bronze,7
e88e9456-70ba-4515-8513-07313659aede,34275456-4d16-457f-b221-123cf24ffa5b,2024-05-13,8.8,Health,Credit Card,22,Male,North Danielport,Silver,4
1b6de182-dc32-4a63-9284-a42a357d631e,79f47e22-5c4f-4eed-81e0-20fb66b780f2,2022-10-08,53.01,Electronics,Credit Card,35,Male,Susanshire,Silver,10
b8d43650-3447-49eb-9925-c922db353592,a67f5c97-d2c3-4e4f-a601-4f0cbc7355c4,2023-08-27,336.59,Toys,Gift Card,39,Male,Port Gregoryberg,Silver,2
fae234d2-f680-4fe6-b0cc-a32e22afde5a,031eb153-f1c2-41ef-871e-8c73e1480214,2024-08-27,160.92,Home & Kitchen,Gift Card,64,Female,South Ryanland,Gold,2
b98631e4-78a2-49ba-adbc-626d543cc21b,7317371f-f835-4c2a-acf4-996401d7c78e,2023-03-08,477.99,Clothing,Debit Card,37,Male,Barretthaven,Gold,10
9b6bfc05-faeb-4049-b579-6db1f330dc2c,3b9d69ae-6ab0-4192-978a-f276ed3478e0,2023-11-15,232.81,Books,Gift Card,32,Female,Terrellstad,Silver,6
5deed235-402b-4241-a590-f7c10a8bd638,e606a364-2350-47a7-a45f-d815de3d5a62,2022-09-12,90.93,Books,Gift Card,41,Female,Rebeccaton,Bronze,6
9bcb888b-fb95-44ff-8fa4-6e29b7379e1a,f586c0ba-f9fc-464a-bf6a-8761d144bf65,2024-01-22,72.09,Home & Kitchen,Credit Card,19,Female,West Jeanne,Silver,6
d0f8a365-c727-4bd4-a690-c46ee82c504c,8434b7c0-1c4a-49fe-bbd6-1db8f80a1aac,2024-03-30,499.86,Home & Kitchen,Debit Card,26,Female,East April,Bronze,6
1cd7025e-b930-4194-bc43-32fda026046a,88f483b9-af94-406c-aeef-2980ad101da5,2023-06-23,265.84,Books,Debit Card,64,Male,West Teresa,Bronze,7
328e5ee7-1d45-47ba-804d-b055a316dbad,8eed8054-d901-46c8-afd5-b8fbe4759c3f,2023-06-14,380.12,Sports,Gift Card,68,Female,Jonesmouth,Silver,9
cada286b-1220-428d-8ded-096674aab273,d4217e8b-d9e8-4a9b-a19f-237a3276f46e,2023-12-17,31.21,Books,Credit Card,47,Female,Port Amandachester,Gold,5
365c15d9-1bf8-4d30-af14-b45be6a48849,9dccacf7-6418-46c3-b935-7c6a1b54bb7b,2023-03-08,12.85,Toys,Credit Card,25,Female,Port Carrieview,Bronze,8
c7a09a1e-1bd2-4b90-b906-1d80ded61c1e,a7b6e076-9314-4f4c-8058-2486bcf9e1a1,2022-10-11,365.63,Clothing,Credit Card,72,Male,Lake Stephaniemouth,Bronze,2
ab62760d-c7cc-4563-b4f9-b533ecd6a6e2,ab1ff601-197d-4836-893b-3a0fadee41c4,2022-11-22,77.92,Books,PayPal,65,Female,Gonzalezstad,Bronze,6
d55b6b4a-8a17-4c99-bc0e-7c287627fbf2,d6e300a1-9523-4e82-b737-f9764bff15a1,2024-04-27,217.37,Home & Kitchen,PayPal,36,Male,Angelaview,Gold,10
5548b5db-6531-4e7b-8779-ebb736afc340,930d4312-8f88-41bb-99df-9a2ef53aaea0,2024-01-13,321.08,Books,PayPal,66,Male,New Andrew,Silver,1
2e717f60-a906-4fbe-943d-dc95e8badee2,2dfdddf2-bed0-4568-99ea-ae3dfaa62696,2023-01-25,363.64,Electronics,Debit Card,19,Female,Melissatown,Bronze,4
f9ffa958-afe6-4ff4-bce6-e4814c3b3dab,85ff6ef8-6df0-4ea6-bc56-6cb72d71da52,2023-12-27,130.17,Books,Debit Card,46,Male,Brandonburgh,Gold,4
99cb7c82-160c-4879-afaa-0020282dca9a,359717a8-c0dc-4c02-a839-486e4a5d34e6,2024-03-31,447.28,Books,PayPal,61,Female,New Marybury,Silver,3
dbfa5937-dc66-4e01-a81c-37aa1ead1837,205dbe61-aef9-4b5d-8edb-96710108358f,2023-07-20,278.55,Sports,Debit Card,33,Male,Williamville,Bronze,9
4526e2ef-a020-4777-8c04-84b9c7406823,44cb6faa-d40d-4108-bd18-7dedbbab70d1,2024-04-11,390.37,Clothing,PayPal,43,Female,Holtfurt,Gold,10
22c3b0f4-f02e-4322-8c06-d8c2995fa245,65646f5c-2167-48ef-aeb4-6dbf055aa73a,2024-05-10,439.75,Home & Kitchen,Credit Card,79,Male,Carlafurt,Gold,1
b1cc5c19-5ea9-4ef8-86c6-b7ed2a45b094,ee2b16b2-9c0b-4609-8f06-0ce34079d8bd,2023-09-09,396.64,Health,Credit Card,57,Male,Brandonshire,Silver,7
e1e66fb0-27da-42e6-b4c9-4de54801fcde,c30379ce-7a2f-4bb2-b4f2-6cc52243befa,2024-02-06,137.36,Electronics,Debit Card,23,Male,Coxchester,Bronze,3
8d8081e0-148f-4369-bb96-4fc5bf62dcdc,1769494a-5c93-45aa-aadb-d5aab45c70e7,2023-10-24,439.35,Toys,PayPal,27,Male,North Dakota,Silver,1
5e3de6ff-544c-4c00-933e-dad3f46691ce,6efddbe1-abca-410b-87aa-353880dbc518,2024-01-30,69.11,Health,PayPal,46,Male,Hayesmouth,Gold,5
e1d27fea-dc1e-41fa-8342-f16bfe297651,9796df82-afe8-4491-9b4e-c2cfc1773e9b,2023-12-23,105.05,Sports,PayPal,26,Female,South Ashley,Silver,6
a05ff3f2-251e-4286-b889-15bfddfdb4a0,169de652-509c-4088-90d9-aeb8994c7c98,2024-05-08,137.94,Electronics,Gift Card,20,Female,New Amyview,Gold,9
2873bd31-6624-4dcc-bbe0-c8ecb6999474,6d8a88cc-42dd-454f-9b23-67a2b0a51600,2024-05-23,369.86,Electronics,Gift Card,18,Female,Donovanport,Gold,2
bea7a82d-f53a-4499-aa41-16ea67ab59f0,a88c09f7-7a37-4fb6-b16e-24310dce8b13,2023-08-11,481.35,Clothing,Gift Card,62,Female,South Juliebury,Silver,10
9507d79e-665e-4b7e-a3bd-522b21806061,756762bc-61cc-4350-9899-97f8a77beef0,2023-03-18,14.58,Sports,PayPal,48,Female,Brianville,Silver,2
8be9b44b-b3b6-4c9e-a158-7d5903832d2e,57a61f14-bed8-4fb9-99fc-be9d13668f12,2023-04-19,89.31,Toys,Gift Card,68,Male,Rodriguezton,Silver,1
c26ae636-2db9-48ea-af69-6c916e7dda3c,b3f993c4-de2b-4eb3-875d-2c657113aad4,2023-05-07,209.26,Health,Credit Card,64,Female,West Melissabury,Bronze,1
7316a5fd-a348-4243-9736-c470e8b6f0c4,748ebf52-f2dc-48c0-ae03-260cd8f14b00,2022-10-19,141.57,Clothing,Debit Card,34,Male,Charlesport,Gold,10
1edb5394-4219-43d8-b09e-eb322861370d,999f5139-db8b-44ed-bec6-e28ae9a359d5,2022-11-22,27.27,Toys,Credit Card,38,Female,Watersside,Gold,9
224c7869-cdee-4ba8-bcd1-f0fe59a0fe86,3911d867-e413-443a-9d8b-eb6a05c158b3,2024-03-18,445.43,Toys,PayPal,60,Male,South Timothybury,Bronze,6
ea6bb798-d853-4657-b65e-0e11df6e435d,d5dbb081-6eb1-4431-8094-5b5761bf4349,2023-04-04,493.23,Clothing,PayPal,28,Male,East Jesus,Silver,5
26a75cd4-889f-4d1c-a5f8-8eda4d009a30,6010965b-4bac-452e-b9d5-959bbb4ac840,2022-09-16,79.15,Clothing,Gift Card,21,Female,East Elizabeth,Silver,8
8f9e4e39-c642-4f33-9c5a-6ffd98bb4a12,904c8617-f0bc-4d50-a707-7a0edc9a359e,2023-04-04,15.0,Sports,Gift Card,54,Female,New Beth,Gold,3
42561429-6853-41d6-b442-156497ecefa7,050c3019-38b1-4fde-8b93-230bbc079c81,2022-09-28,146.49,Toys,PayPal,75,Male,New Brianbury,Gold,10
831548c6-0f18-4a4b-9634-882f8b8f06e6,8d8a1b2d-cce2-43cd-a24b-ee17e7cfc342,2022-11-26,58.54,Home & Kitchen,Gift Card,59,Female,Lake Jordan,Silver,7
6e5bc898-7979-4fde-baff-0775e3998829,16c2df3b-0aab-4061-92be-c108a685ed3a,2024-06-03,494.11,Books,Debit Card,80,Male,Elizabethhaven,Gold,10
69ff64f4-9683-4a10-a39e-de7f6e0cc9eb,9a4060fa-d711-49a1-b910-3d2abd8e0ce4,2023-12-29,47.62,Toys,Credit Card,54,Male,East Rachel,Silver,4
a24c8adf-ba6f-47ed-acf6-b43896258f6b,45ebbafe-3da0-40d9-a05e-01d226c811e7,2024-06-04,398.56,Clothing,PayPal,61,Female,New Steve,Bronze,2
3417a4f3-1b36-476c-8406-ef42df7d2044,2200fd1e-0d7e-4ae1-8232-38b1bc9d9190,2023-10-03,301.96,Books,Credit Card,41,Female,Langshire,Gold,1
579485fd-0f1e-4a29-89a4-788394640258,db2db2c5-2474-4543-bfaa-e32dc1326552,2024-08-09,272.36,Sports,Debit Card,65,Female,Kennethborough,Silver,7
f35099eb-6b40-489f-a15b-e45ffc6f890a,9fa01ecd-bebf-4279-aa51-0617be1c2fe5,2024-03-04,366.27,Health,Debit Card,31,Male,East Hollyshire,Gold,5
aa6f51cf-c34e-48da-8233-3be66ec10ee8,c4227627-2b1b-46de-820c-8e3da0d6d552,2024-05-25,262.12,Clothing,Debit Card,69,Male,Kimberlyland,Gold,2
a7b1720f-05ab-4d7c-bba2-694b1d65e03e,2b1abc37-5228-45b7-93b1-702af6af76a4,2023-08-02,255.39,Sports,Debit Card,52,Female,Port Danielleborough,Gold,6
fcd20ccd-a7ee-43d3-b16c-865116a7a445,a418af65-0fb0-4a25-a2a9-6435f30add81,2024-05-26,323.96,Books,Debit Card,70,Female,West Stephenburgh,Silver,6
a444b967-8962-47dc-a221-98dafa5e1083,a6dd7360-143b-4ad5-bff2-641cde587505,2023-03-28,86.05,Books,Debit Card,68,Female,North Valeriemouth,Silver,5
81bd5ed0-f953-4d20-9bdb-835ea9dd1e10,a31de8de-44be-4734-a7d6-cb2b34bd66eb,2023-08-17,359.7,Sports,Gift Card,23,Male,West Aaron,Bronze,5
8ca89a14-ef5d-44fc-8ea3-7b91966987c3,76b0c599-a525-4862-8807-4af3d1b9219a,2022-09-11,405.63,Electronics,Debit Card,36,Female,Emilyside,Gold,1
d8b5a0da-1213-463b-ad04-62defffc178a,bd5ae4bc-aa8d-40d1-b67f-693a2f6bf9e4,2023-04-16,360.39,Electronics,Credit Card,53,Male,Ericaview,Bronze,1
8c4c3b91-b17b-45a0-a864-d83f70953872,bbb78dcd-74f2-49f3-8d30-22ffde843e64,2023-01-14,242.61,Toys,Gift Card,46,Male,Lisatown,Silver,9
f8771feb-94f4-4d14-a1a5-da380c8b7fa7,9a08d055-9192-4b3c-8c57-381e70c4ecb4,2023-09-01,164.54,Clothing,PayPal,52,Male,Davidchester,Bronze,8
8ff17f1e-9a7c-4ad1-8499-50589af716a1,f4642ee6-2060-4870-9141-e95eb5078231,2024-02-25,493.98,Sports,Credit Card,62,Male,Hollyberg,Gold,7
13e64612-06a4-4d80-b7d5-d94364b799df,6570cbe2-7a2f-4c30-a9f8-acf9d8c216ed,2024-04-19,473.86,Books,Debit Card,46,Female,Sheriburgh,Gold,4
42ae482b-8779-43fa-b58e-343512dafb17,cd936e24-c561-4166-bec4-7532c1f1ac40,2023-01-13,129.74,Health,Credit Card,78,Female,Marychester,Gold,1
46269059-23e4-4bc7-a510-e380f80f0c08,cdb86e18-f016-4cbd-b81e-edd277a8e378,2023-04-24,73.43,Clothing,Gift Card,76,Male,Jayberg,Gold,5
7031f0e9-4c7b-4a35-b1a8-0f8bc45822ad,f6ddf59d-b887-4b26-b15f-0afbc7d612c8,2023-08-05,427.68,Home & Kitchen,Debit Card,64,Male,New Anthonyside,Gold,8
a6d42e3e-50c8-4697-9daa-635212c5ca1c,12038a71-2555-4528-bcc1-210602dda833,2024-05-01,268.4,Clothing,Gift Card,69,Male,Hallmouth,Bronze,10
00952e9f-df6e-4b26-8e9d-cec86995c460,c21207ff-b60a-4bd4-806c-890cb81b550c,2023-07-14,42.83,Books,PayPal,60,Male,Rebeccaburgh,Bronze,5
3320593a-4ac3-4e60-8840-406bd04016ca,b6e989e1-a922-4203-a3c7-39d9e7ae0d93,2023-12-04,112.83,Electronics,PayPal,50,Female,South Brian,Gold,7
e65a6727-8876-4c43-8553-f3936d4be506,c160123a-defa-4a42-8fed-507be13d8b78,2023-10-06,344.38,Electronics,Gift Card,55,Male,West Derrick,Silver,5
69d055ed-ba51-4705-a602-5efc79c78878,1d7bdfc2-84ca-4fc1-8900-25e1c11bf6f4,2023-05-20,494.47,Toys,Credit Card,20,Female,East Dawn,Gold,10
c9027ce2-d8ba-43be-8469-16ade4ff3cca,f4fc6287-f941-4df8-99ce-a1ea4fa5c844,2023-12-01,90.37,Toys,Gift Card,24,Female,Lake Frank,Bronze,5
743c8100-9ca6-4fd4-9ef7-01a4f1fc5d03,af509cda-5cd6-44af-a800-0180876b92d5,2022-09-23,11.82,Books,Credit Card,63,Male,Lake Micheal,Bronze,9
a4e86bb1-0976-4123-aefc-de31cdc1fc41,376f9d6a-738f-4c77-95c1-8549f7c8b6ee,2022-12-20,284.35,Health,PayPal,33,Male,South Justinbury,Silver,1
33e5857c-7c16-43a4-b961-fe268ea42401,f2d4e1ab-fea9-44c1-995e-9991f6d3c556,2023-07-22,307.93,Toys,Gift Card,71,Female,Christianfurt,Silver,7
8fc5bdd0-9ae4-47fe-8ec9-dde6ecb25a4d,76bbacfc-0ba8-4b4f-a39b-2339f209e3f1,2024-04-14,63.74,Toys,Gift Card,45,Male,Janetborough,Bronze,7
757ca41f-c52d-4cbb-b13c-86aaefcc56da,9bdccb58-b413-4e93-830c-8bec4e651d19,2022-09-15,195.07,Health,Credit Card,21,Male,New Angela,Gold,6
af1693a0-d65e-4719-bbdd-f85a1411c560,98e1e7d8-7ab7-4579-8791-32ddbd934a64,2024-02-22,192.68,Home & Kitchen,Credit Card,63,Male,New Sarahshire,Bronze,8
57ec599d-0ece-401f-a81e-40a07b9ed7be,9a69eec0-8918-4e37-abeb-4748c74c7e6f,2022-11-23,433.53,Clothing,Gift Card,51,Female,East Colleen,Gold,9
7a4cd03e-4936-43f5-8f65-2b1d08f63fe0,3d13ab0c-35b1-48c4-bb56-953ed725b94e,2024-01-11,94.37,Books,Debit Card,38,Male,East Jasontown,Gold,10
3e8dcca3-8c20-4ef6-9f45-cc8f9d59b55c,dfa00da3-3334-4348-9268-7ca5ce6a700b,2022-11-28,254.66,Home & Kitchen,Credit Card,71,Male,Westborough,Bronze,8
9adfdb65-e85d-447f-b636-9606ed9a54de,f4fee75e-00c4-4aaa-b56c-e052ff1ff9e9,2024-03-16,440.19,Electronics,Credit Card,74,Male,Port Jasmine,Gold,6
07d6131d-ad0e-404c-beb0-47e89eace298,8638c5f2-71f0-4a2d-8bd5-a32a55bcf048,2024-03-10,98.89,Sports,Gift Card,55,Male,Martinbury,Bronze,5
d20e1d7f-507d-46dc-b75a-5d63cc53e741,8d30642a-cfac-4794-8dac-c9c0fc10480b,2023-10-18,280.62,Toys,Credit Card,53,Female,South Cody,Silver,4
0ed017fe-af2d-43eb-8f44-616a794a6b65,a269e320-2a9e-4b71-aa0a-aecc1d0a73b0,2023-08-04,100.11,Clothing,Debit Card,36,Male,Lindastad,Bronze,1
89b57fea-f1f2-47f6-8c7b-52119bf44aaa,fecf5828-5191-4e9a-8542-2c8f0884362a,2022-10-22,214.5,Toys,Credit Card,33,Female,Thomaston,Gold,7
047eca23-c0a0-4b4d-9897-d8f9098c6102,2b41d572-1742-44be-ba40-4cdce825d68d,2022-11-05,424.56,Books,Debit Card,52,Female,Lynchton,Bronze,6
