date,store_id,product_id,units_sold,revenue,discount_rate,holiday_flag,weather_condition,advertisement_spend,season
2022-06-06,ST20,P68,23,2484.2413501060123,0.22241727641790004,0,Sunny,2713.626810036879,Summer
2022-11-01,ST11,P72,27,2817.121146450522,0.10930473953884237,0,Rainy,2907.476533214368,Fall
2022-12-30,ST16,P98,29,650.3487650400543,0.07548194619824118,0,Sunny,5266.732236528248,Winter
2022-04-19,ST1,P67,34,3090.092924399141,0.1837943281021035,1,Snowy,2490.490107607712,Spring
2023-04-14,ST8,P86,26,2343.0926424783074,0.27251810162613643,0,Sunny,3911.394330326737,Spring
2023-11-27,ST1,P5,26,864.3280912335495,0.25008377103137275,1,Snowy,4374.174788853958,Fall
2022-11-12,ST6,P1,31,2825.3420863604088,0.15922002600395355,0,Rainy,961.6593557510494,Fall
2023-11-12,ST8,P83,17,1900.7421142560709,0.04903734509768629,1,Cloudy,4929.248870899964,Fall
2022-06-01,ST7,P56,38,4091.538610444981,0.014849670463175403,1,Cloudy,3292.7771468367746,Summer
2022-12-10,ST7,P6,31,2578.3017401100624,0.3553763203736848,1,Snowy,1538.564711707425,Winter
2023-11-16,ST7,P47,39,2935.204200127377,0.2859178889699093,1,Cloudy,4849.413951648321,Fall
2022-03-08,ST9,P14,22,972.3798264147554,0.16636824710167464,0,Sunny,4234.414924161206,Spring
2022-06-06,ST3,P24,29,792.325732778603,0.31037832428353535,0,Snowy,5896.12453181606,Summer
2023-08-09,ST19,P82,29,3476.275837278697,0.18058718569709345,0,Sunny,2745.4980043925384,Summer
2023-09-28,ST18,P21,27,457.8573319195213,0.11342424704778363,1,Cloudy,3168.8023268589823,Fall
2022-10-24,ST7,P84,37,2091.371842085919,0.11641772518100058,0,Rainy,3476.7909372690906,Fall
2022-01-03,ST7,P43,26,2163.177363945264,0.3781014619813175,0,Sunny,4016.424198419518,Winter
2023-03-11,ST12,P62,22,1344.988168091191,0.33490275146326925,1,Sunny,4417.805493158975,Spring
2022-09-23,ST15,P49,30,1471.4451706492557,0.23687593835309487,0,Cloudy,217.01374981619495,Fall
2023-04-22,ST7,P93,23,2611.849744189047,0.23175667625372484,0,Rainy,2513.027991904306,Spring
2022-05-15,ST14,P27,26,828.7228185699771,0.047310347335093095,1,Sunny,1599.3358799516132,Spring
2023-02-23,ST20,P47,23,985.1523420065814,0.007880147295778262,1,Sunny,2444.827122403408,Winter
2023-05-14,ST6,P66,30,1442.7192027786712,0.029368850543647088,1,Rainy,4786.343226642991,Spring
2022-09-29,ST10,P5,34,2891.4115023945437,0.22491360670302904,1,Snowy,822.2071013802112,Fall
2023-04-17,ST19,P33,31,1618.8044862347078,0.35380621620983144,1,Sunny,4220.450805883727,Spring
2023-09-04,ST20,P84,31,3353.06803794901,0.3717342928273173,0,Cloudy,2138.5107708491487,Fall
2023-04-24,ST4,P70,29,470.6628902433736,0.06909837819149077,0,Cloudy,2723.2376171885867,Spring
2022-05-22,ST19,P12,24,1518.7001751477812,0.3004604110114406,1,Sunny,2239.4720627680235,Spring
2022-01-21,ST5,P88,29,3325.671916172384,0.06571236212731782,1,Cloudy,1928.7497100113656,Winter
2023-01-07,ST5,P4,29,3325.211243474488,0.07059264660236152,1,Sunny,3310.6895625430507,Winter
2022-05-30,ST5,P72,34,2531.326311431699,0.37078804859947273,0,Snowy,1377.7768079752996,Spring
2022-01-17,ST14,P62,32,620.0206803593092,0.28475657432571716,1,Snowy,2782.452073990964,Winter
2022-03-28,ST20,P60,35,3186.3598773628332,0.29955108007925435,1,Cloudy,4312.767772424755,Spring
2022-12-19,ST2,P31,33,2779.202437084848,0.0847600114210684,0,Snowy,5551.62489376619,Winter
2023-11-05,ST5,P54,23,2411.0696003034377,0.20070201927524867,1,Cloudy,5154.086350595393,Fall
2023-08-01,ST4,P42,34,1497.034411819523,0.2803227760617395,0,Rainy,4373.008938220733,Summer
2022-12-08,ST16,P75,30,2632.913805474334,0.35633912748083696,0,Sunny,4022.812184835028,Winter
2022-10-21,ST17,P89,28,3240.715593840583,0.10245562949310223,1,Snowy,566.6198853335245,Fall
2023-09-04,ST14,P46,37,3951.8679319150424,0.14000263832141902,0,Sunny,2427.279834443318,Fall
2023-01-12,ST9,P99,22,940.2509329887998,0.019017625131282002,1,Rainy,5605.063045252161,Winter
2023-04-04,ST15,P53,32,1237.240445340235,0.04886133711356018,1,Sunny,936.7705457464879,Spring
2023-05-26,ST17,P95,35,1426.679819671555,0.35594133396856864,1,Snowy,2294.160616544902,Spring
2023-02-12,ST15,P79,32,1688.6843839438698,0.17993765418429125,0,Cloudy,5705.055531246244,Winter
2022-10-03,ST10,P3,22,1013.1669983241283,0.3852018805299535,0,Snowy,4606.169499954782,Fall
2023-07-24,ST19,P27,32,2965.504304438526,0.39804812062152906,0,Sunny,2462.555196675233,Summer
2022-07-29,ST5,P26,32,2202.249730869519,0.24259393238537133,1,Cloudy,4568.4129345702895,Summer
2023-06-28,ST3,P39,30,2259.7736233921246,0.27707567515271697,1,Sunny,3709.277149033296,Summer
2022-06-03,ST9,P17,38,2674.475294507124,0.022827294428532374,1,Cloudy,1620.1289797506568,Summer
2023-06-29,ST5,P79,33,3815.0016591727754,0.08350311205327286,0,Snowy,5817.245918961765,Summer
2022-09-08,ST4,P51,33,2350.8779477008115,0.3004489337248981,0,Sunny,3650.89419477147,Fall
2022-09-23,ST4,P87,24,1441.711940518243,0.0407318326508006,0,Rainy,4833.132931210512,Fall
2022-11-27,ST11,P99,36,3593.087523855491,0.20679586357931698,0,Sunny,2704.2914422026247,Fall
2022-05-01,ST16,P33,30,868.7916592933092,0.3986661927039914,1,Sunny,3564.419474717575,Spring
2023-02-16,ST11,P91,37,2200.075894045634,0.1766540887590387,1,Rainy,5487.192099151838,Winter
2023-04-17,ST20,P35,28,3325.101217448832,0.16619401743846263,1,Rainy,4185.451786243606,Spring
2023-03-20,ST10,P15,33,2175.8683170664035,0.054894088406036226,0,Sunny,5910.960152377121,Spring
2022-08-17,ST1,P51,40,2555.024035801179,0.2464213806483131,1,Sunny,4253.535896024776,Summer
2022-09-12,ST9,P5,19,1523.8029072248235,0.2158805905287415,0,Rainy,1311.7103535973963,Fall
2023-05-15,ST2,P23,34,957.5910461288905,0.0977296562064657,0,Cloudy,4948.8326755897715,Spring
2022-06-29,ST3,P90,33,1635.503271681741,0.012223686360700682,1,Rainy,3418.7997314499617,Summer
2022-06-16,ST11,P81,35,688.2733230799078,0.23167503481393106,1,Cloudy,3681.759472493752,Summer
2023-11-15,ST17,P19,40,2021.369054951443,0.3143735890759473,0,Sunny,4196.661660172083,Fall
2022-07-16,ST12,P61,30,1122.449092492214,0.11575816250889104,0,Sunny,4986.006471306505,Summer
2023-03-08,ST19,P57,27,454.5449604301243,0.08801955876219499,0,Snowy,1206.879869400348,Spring
2023-01-25,ST3,P45,37,2580.322626482826,0.16899117105761113,1,Snowy,4001.0212896200405,Winter
2022-05-22,ST18,P67,34,2104.1522308796953,0.23591371216670998,1,Rainy,4915.906010242035,Spring
2022-07-17,ST8,P1,22,1661.8377360683533,0.12859560871886352,1,Sunny,5238.802312832638,Summer
2023-12-08,ST8,P69,29,1881.722972549179,0.37570046198732565,0,Rainy,5577.873423539155,Winter
2022-10-06,ST9,P86,29,1686.6170971036197,0.39395936839358325,0,Rainy,3451.6280880053228,Fall
2022-09-19,ST4,P77,26,444.2282262803993,0.0022594129372861984,0,Sunny,2603.749280494778,Fall
2022-02-08,ST10,P65,32,3673.605365443292,0.3650506514358187,0,Cloudy,3705.2422140383023,Winter
2022-01-25,ST6,P97,32,3156.990920174849,0.36771432820377475,0,Cloudy,4079.301208826038,Winter
2022-03-06,ST7,P38,33,2551.799209956271,0.3977686369773922,1,Cloudy,2128.068203001312,Spring
2022-04-07,ST11,P83,31,2017.7429293172331,0.023568777028043233,1,Rainy,5024.752960304572,Spring
2022-06-09,ST19,P99,22,1680.3222046339995,0.09765060363178946,1,Cloudy,1631.6402174646364,Summer
2023-07-13,ST14,P50,26,2803.3505427902273,0.3143863951306903,0,Cloudy,1304.4993035872767,Summer
2022-11-12,ST4,P85,24,2674.5719628510997,0.13773838890132706,0,Rainy,1558.1898618354403,Fall
2023-05-16,ST20,P76,33,1081.040621346342,0.27895270865380944,1,Rainy,1958.0434014874907,Spring
2023-11-18,ST4,P44,34,1297.9530842442991,0.3715951097230579,0,Sunny,1441.04086564494,Fall
2022-03-23,ST14,P76,29,456.9593405402784,0.172961945749103,1,Sunny,542.2131037601694,Spring
2023-06-26,ST6,P74,32,1452.0856132042104,0.323843198400635,1,Rainy,1818.1304844178821,Summer
2022-07-27,ST12,P69,36,1202.256216191156,0.12260919753919364,0,Cloudy,5066.616312578713,Summer
2022-07-16,ST8,P35,30,962.3441779084797,0.12458605249158015,1,Snowy,1911.5905793281693,Summer
2022-04-20,ST17,P37,28,2209.907174814439,0.12424598391200439,1,Cloudy,5003.541651663023,Spring
2022-08-30,ST19,P24,31,647.2696746201061,0.24801470342766063,0,Cloudy,2675.11301448068,Summer
2022-07-22,ST19,P49,24,2686.9737540722876,0.2358182036135005,0,Rainy,1266.4587725229753,Summer
2023-04-07,ST17,P36,28,1901.5245001586343,0.35314423429942504,0,Rainy,1828.030121372832,Spring
2022-04-15,ST13,P16,36,4023.567768561135,0.1717370478348093,1,Sunny,5948.001133396421,Spring
2022-01-21,ST12,P16,27,910.6233395629466,0.12399377832857095,1,Rainy,3742.9239496587606,Winter
2023-10-05,ST10,P53,20,2230.1970579000244,0.05645102655602621,0,Sunny,1726.102378136023,Fall
2022-12-08,ST16,P79,24,570.9312065499099,0.35609078330341903,0,Cloudy,2163.136667562435,Winter
2023-11-24,ST18,P59,29,1667.9660022506987,0.0574923095294567,1,Snowy,3118.365291961704,Fall
2022-08-21,ST14,P94,28,489.7189139469648,0.23879651821712675,1,Cloudy,367.79095394247537,Summer
2023-05-04,ST10,P79,38,653.3137617069443,0.31871848752729565,1,Rainy,4010.4979799212656,Spring
2023-11-17,ST13,P76,38,3752.2560445877025,0.0424046332937639,1,Rainy,5971.476737947555,Fall
2022-01-26,ST14,P58,23,2487.091400059233,0.360572250820828,1,Rainy,3941.2992809955344,Winter
2023-12-08,ST16,P49,24,2573.7144354475213,0.3577510209973396,0,Snowy,4084.102875055588,Winter
2023-10-25,ST3,P35,30,1844.1962755325385,0.11644666848512127,1,Sunny,282.4381807500763,Fall
2023-05-13,ST11,P98,20,1242.7613002089388,0.18018008256866863,1,Rainy,4264.235807583258,Spring
2022-05-06,ST9,P85,20,781.4362869273339,0.37543551543277803,0,Sunny,3494.2552341649034,Spring
2023-01-22,ST20,P65,33,1588.7372577620067,0.1338760392148796,0,Sunny,5491.262014738181,Winter
2022-04-22,ST8,P96,28,3348.7086921570985,0.06681727498207746,1,Rainy,3122.2711540100677,Spring
2023-02-17,ST8,P24,38,3524.805961796462,0.16920420967502975,1,Sunny,514.3030039923813,Winter
2022-09-09,ST6,P55,32,2673.1539344620633,0.20327090235392406,0,Sunny,3422.679290194608,Fall
2023-09-22,ST17,P24,23,1773.6989040457913,0.14488898570278055,1,Sunny,3635.1898379527006,Fall
2022-10-24,ST3,P51,31,956.2700109011429,0.08827771722640342,0,Rainy,4728.660947889769,Fall
2022-07-29,ST11,P73,31,752.7983440392572,0.014817726969312784,0,Rainy,903.7654051451332,Summer
2022-06-13,ST6,P4,26,1906.321751407443,0.23552901458844092,0,Sunny,2753.2667071072538,Summer
2023-06-09,ST20,P29,29,961.3588591273234,0.16456236702423332,0,Snowy,1299.6240296511405,Summer
2023-10-30,ST2,P4,27,2201.3581696889914,0.3531187543364092,0,Sunny,730.2365338153905,Fall
2023-01-06,ST11,P3,28,3359.6350630886886,0.26339687365517184,1,Cloudy,1049.2330248566127,Winter
2022-10-09,ST12,P74,35,2294.4569000461256,0.11295303102137876,0,Snowy,5418.24000159128,Fall
2022-04-08,ST18,P78,32,3757.2744838380404,0.25584636927898813,1,Rainy,615.0935244620233,Spring
2022-04-27,ST3,P9,25,1618.4970900913563,0.13000230686792455,1,Snowy,333.11325464217094,Spring
2022-06-27,ST10,P64,30,3264.3122333148053,0.07589224554897296,1,Sunny,773.2972595874702,Summer
2023-12-18,ST20,P47,22,1122.2292090647036,0.17852979257773935,0,Rainy,4945.129680388526,Winter
2022-06-19,ST9,P2,35,3544.345303167502,0.14107474154134483,1,Snowy,5094.400006427902,Summer
2023-08-08,ST8,P59,29,2758.7746813528815,0.34498607241854184,1,Cloudy,5439.639618185967,Summer
2022-06-06,ST8,P48,24,1742.7501498844028,0.2833052350162453,0,Cloudy,5760.360298850338,Summer
2022-05-12,ST14,P80,48,3125.154266333997,0.08215180564429883,0,Snowy,4975.232628661049,Spring
2023-03-21,ST3,P31,19,2276.4299400686086,0.33960565374964286,1,Snowy,4245.41922052573,Spring
2022-11-01,ST18,P1,27,1840.1702542022,0.20269208952582463,1,Snowy,918.0223987832692,Fall
2022-09-26,ST15,P76,50,2142.763399065855,0.11644726457617485,0,Snowy,4019.049094274484,Fall
2022-06-13,ST20,P48,36,604.6265652806275,0.3881180580226275,0,Snowy,1548.5155416411474,Summer
2023-12-31,ST8,P57,41,1630.6195848731363,0.11828675688180455,0,Rainy,775.968167805218,Winter
2022-06-03,ST1,P53,21,766.3083934601776,0.02420179466029726,0,Cloudy,4477.736725617946,Summer
2023-09-11,ST16,P99,34,3887.2176520178286,0.03812595420098446,0,Sunny,458.99568048997014,Fall
2022-04-28,ST14,P88,27,2496.5533400482627,0.004317694857864307,0,Snowy,1948.088989522692,Spring
2022-08-16,ST15,P37,28,1515.0619027784878,0.3798797447580062,1,Sunny,2115.535158353185,Summer
2022-11-08,ST1,P43,39,1146.4138750404074,0.3275376292441131,0,Snowy,1885.0350418040746,Fall
2022-04-18,ST4,P45,31,1986.2357422476432,0.07895684546431597,1,Snowy,833.581396432762,Spring
2023-04-03,ST7,P93,33,1471.315081511078,0.20995515476343596,0,Sunny,4514.480285962026,Spring
2023-09-22,ST7,P80,27,1344.5161741166396,0.27726038501704137,1,Snowy,5864.3624546654855,Fall
2022-07-29,ST16,P4,28,2494.093928815483,0.0723086122758033,1,Snowy,4279.040726787553,Summer
2022-01-20,ST13,P58,25,1607.3028183861716,0.3774036120802593,1,Snowy,5033.666292966268,Winter
2022-08-09,ST12,P35,24,659.8490321923496,0.24119763701872876,0,Sunny,4517.313862857003,Summer
2022-01-17,ST4,P38,24,899.467310542362,0.17354690124966568,1,Rainy,2609.841611351249,Winter
2022-06-09,ST2,P49,30,3328.1049789118047,0.37719756099373203,1,Cloudy,2472.244790917106,Summer
2023-12-01,ST19,P39,26,2823.4778376168542,0.22773745299833284,1,Sunny,5657.88768330492,Winter
2023-08-14,ST12,P13,24,2586.1676249276966,0.37862094052469975,0,Snowy,3700.890927040115,Summer
2022-12-11,ST17,P77,25,969.4105459330142,0.11237699077676117,0,Snowy,399.1872068921699,Winter
2022-03-28,ST17,P80,26,1343.053554743643,0.36971445360646266,1,Cloudy,3659.2494231097585,Spring
2023-09-27,ST20,P59,32,2648.2021638407928,0.026663961713554632,0,Sunny,4085.8978028282145,Fall
2022-10-18,ST7,P69,31,1362.7223171588998,0.36099429382240766,0,Rainy,1106.2042931242781,Fall
2022-04-06,ST16,P93,31,603.147950614905,0.08320799919687571,0,Snowy,2684.4603040489555,Spring
2023-01-28,ST19,P99,24,428.0042507164392,0.11142821276411677,0,Rainy,2792.3144285522308,Winter
2022-02-12,ST19,P8,32,1513.5164477136047,0.22921186226904167,1,Rainy,4605.794317286679,Winter
2023-12-09,ST12,P77,23,999.5781523335992,0.1305027705359328,0,Cloudy,2935.0737505685197,Winter
2022-11-25,ST16,P45,34,2805.5418318380644,0.09053314847610655,0,Cloudy,5256.290469921891,Fall
2023-08-13,ST18,P41,30,3022.5499928167274,0.32752450520301823,1,Sunny,2075.064990536026,Summer
2023-11-05,ST2,P81,36,1811.6293247423362,0.3996596013453131,0,Snowy,5223.9148190476935,Fall
2022-10-17,ST9,P67,27,2765.810865720323,0.16965641427793632,0,Snowy,4753.343661033388,Fall
2022-02-04,ST18,P4,34,1938.6759894911813,0.1419039805362031,1,Cloudy,4407.02053716434,Winter
2022-08-04,ST16,P95,25,1753.0426249519749,0.19168826495394353,1,Rainy,1515.2166957412442,Summer
2023-05-07,ST16,P17,40,3656.1516396770476,0.3133918149800178,0,Snowy,5632.620251664418,Spring
2022-06-25,ST13,P73,32,2175.850214716348,0.1813302767370304,1,Sunny,4012.7480715703555,Summer
2022-09-27,ST2,P36,40,1694.8007563337278,0.04576950837174048,0,Snowy,1485.5084998839234,Fall
2023-10-06,ST6,P37,21,724.2736111651785,0.3756960856180316,0,Rainy,5039.834322477232,Fall
2023-10-08,ST20,P24,35,751.2590125501683,0.17411144269942957,1,Rainy,5361.054104080448,Fall
2022-10-18,ST9,P57,35,2717.63989862547,0.19373190600523313,0,Rainy,4196.312973456232,Fall
2022-02-26,ST16,P73,26,2730.3294602274127,0.11211324638032116,0,Rainy,4385.767260170884,Winter
2023-10-19,ST9,P1,20,635.2562324185147,0.13350014869352464,0,Snowy,1001.405309340216,Fall
2022-11-26,ST10,P85,27,1769.5304938830452,0.3092276526674249,0,Cloudy,3544.376929537743,Fall
2022-02-04,ST10,P60,29,3140.16837247656,0.003191589573697451,0,Sunny,1368.1235352387787,Winter
2022-03-07,ST15,P6,28,1378.8632641521822,0.32237558431575913,1,Rainy,1619.1115720150785,Spring
2023-10-19,ST20,P91,42,4783.115226434306,0.31880388348502225,1,Rainy,1652.7216327325623,Fall
2023-03-26,ST17,P56,42,1254.891964273233,0.253207398893408,1,Sunny,785.4888452419583,Spring
2023-06-11,ST10,P98,34,3062.8593494723364,0.11231251737133317,0,Cloudy,1699.3312898626793,Summer
2023-01-15,ST8,P60,40,3818.911939269801,0.19842821370801828,1,Sunny,1797.5546051802773,Winter
2023-07-21,ST20,P13,37,1116.4882860527516,0.1999917337502064,0,Sunny,4447.848184356105,Summer
2022-10-13,ST4,P15,25,1610.5612992195327,0.19086562123996936,1,Rainy,1236.402661512868,Fall
2022-06-13,ST20,P10,24,1444.031049764671,0.3274528613222142,0,Cloudy,1214.3825459535492,Summer
2022-06-25,ST20,P43,38,3169.021792435654,0.39316339105590975,1,Cloudy,1939.4032474358482,Summer
2022-07-11,ST16,P24,33,1906.0594525653428,0.1161769524772181,0,Snowy,1185.1457853961633,Summer
2023-01-17,ST19,P50,30,3151.483801905971,0.3076751712252348,0,Snowy,5811.265049083317,Winter
2022-07-28,ST2,P8,20,1291.2607104864435,0.10113290965804161,0,Cloudy,580.4405551029682,Summer
2023-11-17,ST3,P5,36,961.6782238342234,0.20028229856660468,0,Cloudy,4268.801257805911,Fall
2022-02-28,ST14,P35,30,1028.0819390130227,0.23727409646567144,1,Snowy,2668.180852665226,Winter
2022-04-29,ST7,P37,22,2622.3626157611534,0.04597472593850203,0,Cloudy,2472.572315160361,Spring
2023-01-05,ST11,P96,35,1703.7326081421602,0.19315420718072263,0,Rainy,3067.1441874328552,Winter
2023-04-16,ST20,P71,28,1954.5630685162732,0.2724398219318278,0,Rainy,2286.964402835005,Spring
2023-05-19,ST18,P99,31,3495.637263660926,0.13818592176891747,0,Cloudy,3446.222991839154,Spring
2023-11-11,ST20,P73,29,672.8383015181158,0.010659202827854486,0,Snowy,1051.595491362371,Fall
2022-10-24,ST1,P25,32,612.2581780156393,0.28632755537659216,0,Sunny,1443.9325082409787,Fall
2023-06-05,ST20,P23,28,1508.3458392401872,0.2430021732309176,0,Sunny,1676.769653267932,Summer
2022-08-07,ST15,P65,24,2175.342744332477,0.26855895904071814,0,Snowy,1398.5968885327416,Summer
2023-12-14,ST20,P87,41,1783.8370599567659,0.09661194228755053,0,Cloudy,5197.796571798727,Winter
2023-02-28,ST16,P20,22,948.8767085195158,0.18236601920464302,1,Sunny,4775.22847896839,Winter
2022-02-09,ST3,P10,19,871.7079600211152,0.2348549433601393,1,Rainy,2209.8250170711067,Winter
2023-11-22,ST10,P99,19,898.2968856153329,0.16117306446156784,1,Sunny,5651.725426847231,Fall
